"Well, duh, It's ""Europe"", yo",Armenia,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Montenegro,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Montenegro,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Greece,Household,502.54
"Well, duh, It's ""Europe"", yo",Montenegro,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Estonia,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Bulgaria,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Greece,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Sweden,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Belarus,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Armenia,Meat,364.69
"Well, duh, It's ""Europe"", yo",Greece,Household,502.54
"Well, duh, It's ""Europe"", yo",Ukraine,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Croatia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Italy,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Portugal,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Belarus,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Romania,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Austria,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Luxembourg,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Sweden,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Iceland,Meat,364.69
"Well, duh, It's ""Europe"", yo",United Kingdom,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Czech Republic,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Montenegro,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Montenegro,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Cyprus,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Iceland,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Ireland,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Sweden,Snacks,97.44
"Well, duh, It's ""Europe"", yo",United Kingdom,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Albania,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Romania,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Portugal,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Macedonia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Germany,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Ireland,Household,502.54
"Well, duh, It's ""Europe"", yo",Poland,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Norway,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Serbia,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Bulgaria,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Serbia,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Cyprus,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Estonia,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Estonia,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Lithuania,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Czech Republic,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Moldova ,Meat,364.69
"Well, duh, It's ""Europe"", yo",Hungary,Household,502.54
"Well, duh, It's ""Europe"", yo",Albania,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Hungary,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Georgia,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Estonia,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Luxembourg,Household,502.54
"Well, duh, It's ""Europe"", yo",Romania,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Moldova ,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Belarus,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Poland,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Andorra,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Slovakia,Clothes,35.84
"Well, duh, It's ""Europe"", yo",United Kingdom,Household,502.54
"Well, duh, It's ""Europe"", yo",Finland,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Bulgaria,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Spain,Household,502.54
"Well, duh, It's ""Europe"", yo",Belgium,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Belgium,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Switzerland,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Slovenia,Household,502.54
"Well, duh, It's ""Europe"", yo",Norway,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Russia,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Romania,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Czech Republic,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Liechtenstein,Household,502.54
"Well, duh, It's ""Europe"", yo",Moldova ,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Denmark,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Andorra,Household,502.54
"Well, duh, It's ""Europe"", yo",Vatican City,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Ukraine,Household,502.54
"Well, duh, It's ""Europe"", yo",Malta,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Cyprus,Household,502.54
"Well, duh, It's ""Europe"", yo",Czech Republic,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Czech Republic,Household,502.54
"Well, duh, It's ""Europe"", yo",Slovakia,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Switzerland,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Hungary,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Austria,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Portugal,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Belgium,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Slovenia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Czech Republic,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Switzerland,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Luxembourg,Meat,364.69
"Well, duh, It's ""Europe"", yo",Austria,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Lithuania,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Luxembourg,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Norway,Household,502.54
"Well, duh, It's ""Europe"", yo",Ukraine,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Italy,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Finland,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Croatia,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Poland,Household,502.54
"Well, duh, It's ""Europe"", yo",Lithuania,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Luxembourg,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Bulgaria,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Finland,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Sweden,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Monaco,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Macedonia,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Liechtenstein,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Belgium,Meat,364.69
"Well, duh, It's ""Europe"", yo",Iceland,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Finland,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Lithuania,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Russia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Bulgaria,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Czech Republic,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Georgia,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Albania,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Cyprus,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Moldova ,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Germany,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Austria,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Germany,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Armenia,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Liechtenstein,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Denmark,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Luxembourg,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Moldova ,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Belarus,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Ukraine,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Armenia,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Vatican City,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Ukraine,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Poland,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Switzerland,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Ireland,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Belgium,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Andorra,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Georgia,Household,502.54
"Well, duh, It's ""Europe"", yo",Sweden,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Italy,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Russia,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Andorra,Meat,364.69
"Well, duh, It's ""Europe"", yo",Hungary,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Monaco,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Cyprus,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Poland,Household,502.54
"Well, duh, It's ""Europe"", yo",Slovakia,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",San Marino,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Vatican City,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Estonia,Meat,364.69
"Well, duh, It's ""Europe"", yo",Czech Republic,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Netherlands,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Greece,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Kosovo,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Estonia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",San Marino,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Latvia,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Russia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Switzerland,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Czech Republic,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Poland,Meat,364.69
"Well, duh, It's ""Europe"", yo",Moldova ,Meat,364.69
"Well, duh, It's ""Europe"", yo",Sweden,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Ireland,Meat,364.69
"Well, duh, It's ""Europe"", yo",Italy,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Bosnia and Herzegovina,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Bosnia and Herzegovina,Household,502.54
"Well, duh, It's ""Europe"", yo",Poland,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Montenegro,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Iceland,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Hungary,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Belarus,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Andorra,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Bosnia and Herzegovina,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Andorra,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Czech Republic,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Serbia,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Netherlands,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Moldova ,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Portugal,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Spain,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Belgium,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Estonia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Latvia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Slovenia,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Bulgaria,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Belarus,Household,502.54
"Well, duh, It's ""Europe"", yo",Ireland,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Poland,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Bosnia and Herzegovina,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Spain,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Norway,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Greece,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Belarus,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Finland,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Monaco,Household,502.54
"Well, duh, It's ""Europe"", yo",Estonia,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Italy,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Romania,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Switzerland,Meat,364.69
"Well, duh, It's ""Europe"", yo",Portugal,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Albania,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Bulgaria,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Greece,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Monaco,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Norway,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Serbia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Ireland,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",Romania,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Croatia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Albania,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Georgia,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Macedonia,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Albania,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Norway,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Sweden,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Netherlands,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Spain,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Ireland,Meat,364.69
"Well, duh, It's ""Europe"", yo",Armenia,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Romania,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Vatican City,Clothes,35.84
"Well, duh, It's ""Europe"", yo",Belarus,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Serbia,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Georgia,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Luxembourg,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Albania,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Poland,Snacks,97.44
"Well, duh, It's ""Europe"", yo",France,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Germany,Household,502.54
"Well, duh, It's ""Europe"", yo",Montenegro,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Germany,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Italy,Snacks,97.44
"Well, duh, It's ""Europe"", yo",France,Office Supplies,524.96
"Well, duh, It's ""Europe"", yo",France,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Spain,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Russia,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Belarus,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Albania,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Netherlands,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Russia,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Slovakia,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Romania,Household,502.54
"Well, duh, It's ""Europe"", yo",Cyprus,Cereal,117.11
"Well, duh, It's ""Europe"", yo",United Kingdom,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Germany,Personal Care,56.67
"Well, duh, It's ""Europe"", yo",Norway,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Belgium,Cosmetics,263.33
"Well, duh, It's ""Europe"", yo",Austria,Household,502.54
"Well, duh, It's ""Europe"", yo",Spain,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Iceland,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Netherlands,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Slovakia,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Andorra,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Macedonia,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Russia,Fruits,6.92
"Well, duh, It's ""Europe"", yo",Lithuania,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",United Kingdom,Vegetables,90.93
"Well, duh, It's ""Europe"", yo",Slovenia,Household,502.54
"Well, duh, It's ""Europe"", yo",Austria,Cereal,117.11
"Well, duh, It's ""Europe"", yo",Switzerland,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Monaco,Snacks,97.44
"Well, duh, It's ""Europe"", yo",Switzerland,Beverages,31.79
"Well, duh, It's ""Europe"", yo",Georgia,Baby Food,159.42
"Well, duh, It's ""Europe"", yo",Finland,Household,502.54
"Well, duh, It's ""Europe"", yo",Portugal,Cereal,117.11
